id,price,baths,rooms,sqm,description,location,size_raw,url,title,description_source,scraped_at
1537018,34000000,5,4,125,"6 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Soan Garden, Islamabad Condition: Excellent - in a good shape & well maintained.",Soan Garden,6 marla,https://www.graana.com/property/listing-1537018/,6 Marla House for Sale,enriched,2026-08-18T04:51:59+0500
1537017,32500000,5,4,125,"6 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Soan Garden, Islamabad Condition: Excellent - in a good shape & well maintained.",Soan Garden,6 marla,https://www.graana.com/property/listing-1537017/,6 Marla House for Sale,enriched,2026-08-18T04:52:07+0500
1537013,32500000,5,4,125,"6 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Soan Garden, Islamabad Condition: Excellent - in a good shape & well maintained.",Soan Garden,6 marla,https://www.graana.com/property/listing-1537013/,6 Marla House for Sale,enriched,2026-08-18T04:52:12+0500
1537007,28000000,5,4,125,"6 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Soan Garden, Islamabad",Soan Garden,6 marla,https://www.graana.com/property/listing-1537007/,6 Marla House for Sale,synthesized,2026-08-18T04:52:17+0500
1536578,36000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1536578/,7 Marla House for Sale,synthesized,2026-08-18T04:52:22+0500
1536576,38000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1536576/,7 Marla House for Sale,synthesized,2026-08-18T04:52:27+0500
1536571,35000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1536571/,7 Marla House for Sale,synthesized,2026-08-18T04:52:36+0500
1536558,47000000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bani Gala, Islamabad Condition: Excellent - in a good shape & well maintained.",Bani Gala,10 marla,https://www.graana.com/property/listing-1536558/,10 Marla House for Sale,enriched,2026-08-18T04:52:40+0500
1536447,36000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1536447/,7 Marla House for Sale,synthesized,2026-08-18T04:52:45+0500
1536429,34000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1536429/,7 Marla House for Sale,synthesized,2026-08-18T04:52:49+0500
1536254,35000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Excellent - in a good shape & well maintained.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1536254/,7 Marla House for Sale,enriched,2026-08-18T04:52:54+0500
1536253,32000000,5,4,146,1.5 Storey House,Jinnah Garden,7 marla,https://www.graana.com/property/listing-1536253/,7 Marla House for Sale,graana,2026-08-18T04:53:08+0500
1536251,18000000,5,4,105,1.5 Storey House,Jinnah Garden,5 marla,https://www.graana.com/property/listing-1536251/,5 Marla House for Sale,graana,2026-08-18T04:53:12+0500
1536249,18000000,5,4,105,1.5 Storey House,Jinnah Garden,5 marla,https://www.graana.com/property/listing-1536249/,5 Marla House for Sale,graana,2026-08-18T04:53:17+0500
1536247,32500000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1536247/,7 Marla House for Sale,synthesized,2026-08-18T04:53:21+0500
1536244,33500000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1536244/,7 Marla House for Sale,enriched,2026-08-18T04:53:30+0500
1536234,58000000,7,7,251,"12 Marla House for Sale, 7 bedrooms, 7 bathrooms, located in Bani Gala, Islamabad",Bani Gala,12 marla,https://www.graana.com/property/listing-1536234/,12 Marla House for Sale,synthesized,2026-08-18T04:53:34+0500
1536215,29500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1536215/,5 Marla House for Sale,enriched,2026-08-18T04:53:39+0500
1536211,67500000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1536211/,10 Marla House for Sale,enriched,2026-08-18T04:53:44+0500
1536101,37000000,6,4,146,"Double Story House1 Studio-type room with attached bath and open kitchen. Some maintenance is required.The owner is directly selling, no agent in between.Price is negotiable. 03415162235Noshacontact timing 11AM to 11PM",River Garden,7 marla,https://www.graana.com/property/listing-1536101/,7 Marla house for sale,graana,2026-08-18T04:53:48+0500
1536098,28500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1536098/,5 Marla House for Sale,enriched,2026-08-18T04:54:00+0500
1536095,29500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1536095/,5 Marla House for Sale,enriched,2026-08-18T04:54:05+0500
1536094,68500000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1536094/,10 Marla House for Sale,enriched,2026-08-18T04:54:09+0500
1536065,18500000,6,8,105,"5 Marla Triple Story House for Sale Location: Chatha Bakhtawar, near Park Enclave Gate, Islamabad A well-constructed and spacious triple story house available in a prime residential location with easy access to the main road and nearby facilities. Property Features: • 8 Spacious Bedrooms • 8 Attached Washrooms • 3 Kitchens • 2 Electricity Meters Installed • Gas Available • Solid Construction with Practical Layout • Ideal for Large Families or Rental Investment Located in a peaceful and rapidly developing area near Park Enclave Gate, offering excellent accessibility and strong future value. Demand: 1.85 Crore For further details and visit, contact now.",Chatta Bakhtawar,5 marla,https://www.graana.com/property/listing-1536065/,5 Marla triple story House for Sale,graana,2026-08-18T04:54:13+0500
1535840,150000000,6,6,293,"14 Marla House for Sale, 6 bedrooms, 6 bathrooms, located in D-12, Islamabad Condition: Excellent - in a good shape & well maintained. Amenities: kitchen, parking, TV lounge, store room, dining room, drawing room, laundry room, servant quarter. Utilities: gas, sewerage, electricity, water supply. Nearby: mosque nearby, restaurants nearby.",D-12,14 marla,https://www.graana.com/property/listing-1535840/,14 Marla House for Sale,enriched,2026-08-18T04:54:18+0500
1535832,40000000,4,4,84,"4 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in D-12, Islamabad Condition: Excellent - in a good shape & well maintained. Amenities: kitchen, TV lounge, drawing room. Utilities: gas, sewerage, electricity, water supply. Nearby: mosque nearby, restaurants nearby.",D-12,4 marla,https://www.graana.com/property/listing-1535832/,4 Marla House for Sale,enriched,2026-08-18T04:54:23+0500
1535771,28500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1535771/,5 Marla House for Sale,enriched,2026-08-18T04:54:28+0500
1535734,64500000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1535734/,10 Marla House for Sale,enriched,2026-08-18T04:54:32+0500
1535728,29500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1535728/,5 Marla House for Sale,enriched,2026-08-18T04:54:37+0500
1535711,28500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1535711/,5 Marla House for Sale,enriched,2026-08-18T04:54:41+0500
1535431,14000000,3,3,73,"3.5 Marla Paradise Mension for Sale. 3 bed with 3 attached bath 1 tv lounge 1 kitchen 1755 sqft 40000 monthly rent Separate Gas, Electricity Meters. Parking space 24 hours security guards and CCTV surveillance. Main Markaz, Marts, J7 shopping Mall, Park, Mosque, Gym on walking distance. Nearest Location to GT Road, Motorway M1 and M2 and Margalla Avenue (Gt Road to D-12) Demand: 1.4 Cr",D-17,3.5 marla,https://www.graana.com/property/listing-1535431/,3.5 Marla House for Sale,graana,2026-08-18T04:54:52+0500
1535430,11500000,2,2,88,"Pine Heights Luxury Apartments D-17 945sqft 2bed Apartment with 2 attached bath 1 Tv lounge and kitchen 2 open terrace with 2 bedrooms 3rd floor Gas, Water, Electricity facilities available. Rental Value: 40k to 45k per month Two Floors Car Parking Area 4 Elevators in Building including 1 cargo Lift 24/7 Security surveillance. Pine Heights Gym facility Demand 1.10 Crore Nearest Location to Gt Road, M1 & M2 Motorways and Margalla Avenue (From GT road to D-12)",D-17,945 sqft,https://www.graana.com/property/listing-1535430/,945 Ft² House for Sale,graana,2026-08-18T04:54:56+0500
1535429,36000000,6,5,360,"Pine Villa Phase 4 Margalla view housing scheme, Sector D-17/2, Islamabad. Double unit. Covered area 3870 sft. Plot size 30'x70'. 5 bed room house with 6 washrooms, 2 kitchens, servant room with wash room on top floor. On rent for 80k monthly New",D-17,3870 sqft,https://www.graana.com/property/listing-1535429/,3870 Ft² House for Sale,graana,2026-08-18T04:55:00+0500
1535428,25000000,5,5,188,"30x70 House For Sale 30x70 Beautiful Villa Is For Sale For Sale: Beautiful 30x70 Villa in D-17, Islamabad! Prime Location: Situated on the main double road, this stunning villa offers easy access and great visibility. Spacious Living: The ground floor boasts 2 bedrooms with attached washrooms, a stylish drawing room, a modern kitchen, a comfortable TV lounge, and a convenient powder room. First Floor Comfort: The first floor features 2 bedrooms with attached washrooms, a cozy TV lounge, and another elegant drawing room. Step out and unwind on the lovely terrace. Rooftop Bonus: Enjoy the extra space with a mumty on the roof, perfect for your personal use or creative ideas. All Facilities Available: Water bore, electricity, and gas connections are readily accessible, ensuring a smooth and hassle-free living experience. Convenient Lifestyle: With the market, park, and mosque all within walking distance, you'll have everything you need nearby. Don't miss out on this fantastic opportunity to own your dream home! Contact us now for more information and to schedule a viewing.",D-17,9 marla,https://www.graana.com/property/listing-1535428/,9 Marla House for Sale,graana,2026-08-18T04:55:05+0500
1535427,36000000,5,5,188,"2100 Square Feet House Is Available In Affordable Price In Margalla View Society - Block D D block Size 30x70 Double storey New construction Around Families are living All Basic Facilities Are Available Here Near to Park Near to masjid Near To Masjid Near To Ground, 24/7 security guard,",D-17,9 marla,https://www.graana.com/property/listing-1535427/,9 Marla House for Sale,graana,2026-08-18T04:55:09+0500
1535424,32000000,6,6,209,"Margalla view housing society D-17, Smart Villas, C17, C18,D18 Islamabad 1-Offering 5 marla, 8marla, 10 marla & 1-kanal residential plots, villas,Double storey houses, Residential apartments, commercial flats and shops. 2-Situated within the specta",D-17,10 marla,https://www.graana.com/property/listing-1535424/,10 Marla House for Sale,graana,2026-08-18T04:55:13+0500
1535422,90000000,6,5,418,Brand new one kanal Italian House for sale DHA PHASE 5 Sector B Size - 6000 Sq Ft covered area - Single unit with double height Lobby - 5 Beds 6 Baths - 3 Kitchens - 2 Lounges - Drawing Dining - 3 Stores - Servant quarter with bath and kitchen on roof top - Patio on first floor with access to roof top - Self constructed house - All washrooms equipped with concealed PORTA commodes and concealed showers - All washrooms undercut granite vanities with additional storage drawers - Chinese brand tiles in complete house while wooden panels in master bedroom - All Kitchens equipped with hand sensor Hoods and Hobs - Main Kitchen furnished with inbuilt Microwave and Hybrid Gas and electric oven - All granites of imported quality - Main entrance of imported Ash wood rest all doors of Pine wood with imported two piece locks - Parlino marble floor in garage - Turkish UPVC windows with double glazed glass except bedrooms with single glazed glass - Pakistan Cables installed - Electric meter installed - Lahore fans and chandeliers installed - Lush green Australian grass and ornamental plants. Demand 9 Cr,"DHA Phase 5, Sector B",1 kanal,https://www.graana.com/property/listing-1535422/,1 Kanal House for Sale,graana,2026-08-18T04:55:21+0500
1535344,21500000,4,4,105,"5 Marla structure for sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1535344/,5 Marla structure for sale,enriched,2026-08-18T04:55:25+0500
1535325,28700000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1535325/,5 Marla House for Sale,enriched,2026-08-18T04:55:30+0500
1535256,10800000,3,3,94,"4.5 marla new house for sale near Basheer collage, serichowk Barakahu. the house has 20 foot front street and 100 meter distance from simly dam road. 3 rooms with attached bathroom.contact: 03349319530",Bhara Kahu,4.5 marla,https://www.graana.com/property/listing-1535256/,4.5 Marla House for Sale,graana,2026-08-18T04:55:34+0500
1535028,56000000,4,4,146,"7 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in G-13/2, Islamabad Condition: Good - in a good shape, needs cosmetic updates. Amenities: kitchen, parking, TV lounge, drawing room, laundry room, servant quarter. Utilities: gas, sewerage, electricity, water supply. Nearby: mosque nearby, schools nearby, hospitals nearby, restaurants nearby.",G-13/2,7 marla,https://www.graana.com/property/listing-1535028/,7 Marla House for Sale,enriched,2026-08-18T04:55:45+0500
1534927,68500000,4,4,209,"10 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1534927/,10 Marla House for Sale,enriched,2026-08-18T04:55:50+0500
1534920,31500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1534920/,5 Marla House for Sale,enriched,2026-08-18T04:55:54+0500
1534710,53000000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1534710/,10 Marla House for Sale,enriched,2026-08-18T04:55:58+0500
1534590,16000000,4,4,105,"🏡 5 Marla Double Storey Gray Structure for Sale 📍 Overseas Block, Park View City Islamabad ✨ A perfect opportunity to build your dream home in one of Islamabad’s most premium and fast-growing societies. This beautifully constructed double storey gray structure is located in the highly desirable Overseas Block, offering modern planning, peaceful surroundings, and excellent investment potential. ✅ Solid & modern construction ✅ Double storey spacious layout ✅ Prime location in Overseas Block ✅ Wide carpeted roads & secure environment ✅ Near parks, mosque & commercial area ✅ Ideal for living or investment 💰 Demand: Rs. 16,000,000 📞 Serious buyers and investors are welcome. A great chance to own property in the heart of Islamabad’s premium lifestyle community.",Park View City,5 marla,https://www.graana.com/property/listing-1534590/,5 Marla House for Sale,graana,2026-08-18T04:56:03+0500
1534589,52500000,6,8,209,"eautifully maintained double storey house is available for sale in the prime residential area of Multi Gardens B-17 Block C Islamabad. Ideal for large families looking for a peaceful and fully developed neighborhood.Property Details: Plot Size: 3570 Solid Construction Gas, Water and Electricity Available Solar System InstalledSolar System: 5 KVA Solar System with UPS Backup 10 KVA Solar System Connected with WAPDAGround Floor: 2 Bedrooms with Attached Bathrooms Drawing Room Dining Area TV Lounge Open KitchenFirst Floor: 3 Bedrooms with Attached Bathrooms 1 Office Room (Can be Converted into Kitchen) Spacious LoungeMumty / Rooftop Portion: 1 Room with Separate Bathroom 1 Servant Room / StoreAdditional Features: Peaceful Family Environment Near Parks, Schools, Mosques and Markets Easy Access to Main RoadFor further details or visit, contact:AM Solutions Real Estate0316-9775997","Multi Gardens, B-17, Block-C",10 marla,https://www.graana.com/property/listing-1534589/,10 Marla house for sale,graana,2026-08-18T04:56:07+0500
1534586,41000000,4,4,146,7 Marla House For Sale in Gulberg Residencia Islamabad. For More Details and Visit Please Contact us,"Gulberg Residencia, Block-I",7 marla,https://www.graana.com/property/listing-1534586/,7 Marla House for Sale,graana,2026-08-18T04:56:11+0500
1534553,59500000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1534553/,10 Marla House for Sale,enriched,2026-08-18T04:56:16+0500
1534525,34000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1534525/,7 Marla House for Sale,enriched,2026-08-18T04:56:21+0500
1534522,36000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1534522/,7 Marla House for Sale,enriched,2026-08-18T04:56:25+0500
1534520,35000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1534520/,7 Marla House for Sale,enriched,2026-08-18T04:56:33+0500
1534518,35000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1534518/,7 Marla House for Sale,synthesized,2026-08-18T04:56:39+0500
1534507,29700000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1534507/,5 Marla House for Sale,enriched,2026-08-18T04:56:43+0500
1534362,25000000,4,5,105,"5 Marla Double Story House for Sale Jinnah Avenue, Park Road Near Margalla Town Islamabad This house was built for personal living with extra attention to quality and strength. Serious buyers are welcome to visit with their own contractor for satisfaction regarding construction quality. Reason for Sale: We are shifting out of the city, therefore selling this property. A beautifully constructed 5 Marla double story house is available for sale in New Mal Colony, Jinnah Avenue, Park Road, near Margalla Town. The house is located in a peaceful and fully developed area with easy access to all daily life facilities. Prime Location Features: Near NIH Hospital Near COMSATS University Main bazaar, schools colleges nearby Easy approach to main road and public transport House Details: Properly designed with approved map Registry Intiqal available Strong and durable construction using high quality special bricks Water, electricity all basic utilities available Gas line installed in the street House gas survey already completed only meter installation remaining Serious buyers only. Contact for visit and further details. +923295439349",Chak Shahzad,5 marla,https://www.graana.com/property/listing-1534362/,5 Marla Double Story house for sale Owner Solid Construction,graana,2026-08-18T04:56:47+0500
1534358,150000000,8,8,251,CDA Sector D-12 Islamabad Corner House D-12 : Duble Story house available for Sale Size ; 40*80 8 Beds rooms 08 washrooms 02 kitchen 02 Drawing room car Parking electricity water available Demand : 15 crore Contact📞 0315.5818420 What's app 0321.5818420,D-12/4,12 marla,https://www.graana.com/property/listing-1534358/,12 Marla House for Sale,graana,2026-08-18T04:56:51+0500
1534331,70000000,7,6,418,Water Boring14KW Solar with Netmetering(3 Tesla Inverters 6KW each)CCTVRental Value of full house of upto 400K monthly for commercial avenues like SchoolDouble UnitHalf Basement Drawing Dining area with Full Cabinets,Pakistan Town Phase 1,1 kanal,https://www.graana.com/property/listing-1534331/,1 Kanal house for sale,graana,2026-08-18T04:56:56+0500
1534024,15000000,2,2,84,"double storey house for sale in ghauritown phase 5. ground floor 2 rooms,2 washrooms uper portion only furnished hall near save mart,mcb bank walking distance from Islamabad main express way uper portion only furnished hall near save mart,mcb bank walking distance from Islamabad main express way I am owner,all documents on my name inteqal,registry available construction map available clear documents WhatsApp +923139218446",Ghauri Town-Phase 5,4 marla,https://www.graana.com/property/listing-1534024/,4 Marla House for Sale,graana,2026-08-18T04:57:01+0500
1533993,65000000,8,6,418,"1 Kanal House for Sale, 6 bedrooms, 8 bathrooms, located in Soan Garden, Islamabad Condition: Brand new.",Soan Garden,1 kanal,https://www.graana.com/property/listing-1533993/,1 Kanal House for Sale,enriched,2026-08-18T04:57:05+0500
1533989,53000000,8,6,418,"1 Kanal House for Sale, 6 bedrooms, 8 bathrooms, located in Soan Garden, Islamabad Condition: Brand new.",Soan Garden,1 kanal,https://www.graana.com/property/listing-1533989/,1 Kanal House for Sale,enriched,2026-08-18T04:57:10+0500
1533987,30000000,5,4,125,"6 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Soan Garden, Islamabad Condition: Brand new.",Soan Garden,6 marla,https://www.graana.com/property/listing-1533987/,6 Marla House for Sale,enriched,2026-08-18T04:57:14+0500
1533985,32500000,5,4,125,"6 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Soan Garden, Islamabad Condition: Brand new.",Soan Garden,6 marla,https://www.graana.com/property/listing-1533985/,6 Marla House for Sale,enriched,2026-08-18T04:57:19+0500
1533984,32500000,5,4,125,"6 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Soan Garden, Islamabad Condition: Brand new.",Soan Garden,6 marla,https://www.graana.com/property/listing-1533984/,6 Marla House for Sale,enriched,2026-08-18T04:57:30+0500
1533983,28000000,4,4,125,"6 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Soan Garden, Islamabad Condition: Brand new.",Soan Garden,6 marla,https://www.graana.com/property/listing-1533983/,6 Marla House for Sale,enriched,2026-08-18T04:57:35+0500
1533982,105000000,7,7,418,"1 Kanal House for Sale, 7 bedrooms, 7 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,1 kanal,https://www.graana.com/property/listing-1533982/,1 Kanal House for Sale,enriched,2026-08-18T04:57:39+0500
1533981,26500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1533981/,5 Marla House for Sale,enriched,2026-08-18T04:57:43+0500
1533977,59500000,5,5,209,"10 Marla House for Sale, 5 bedrooms, 5 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,10 marla,https://www.graana.com/property/listing-1533977/,10 Marla House for Sale,enriched,2026-08-18T04:57:48+0500
1533830,16500000,8,8,84,"House For Sale 4 Marla Triple Story Ground Floor 2 Rooms 1 TV lounge 1 Kitchen 3 Washrooms Car Porch 1st Floor 3 Rooms 3 Washrooms 1 Kitchen 2nd Floor 2 Rooms 2 Washrooms 1 Kitchen Open Terrace Separate Electricity Meter installed Separate Water System 17 feet street Sun Face Location: Street 13 New Chatta Bakhtawar Islamabad Rental Value 80k+ Demand 158,00000 WhatsApp: 03150295188","Green Avenue, Chatha Bakhtawar",4 marla,https://www.graana.com/property/listing-1533830/,4 Marla House for Sale,graana,2026-08-18T04:58:04+0500
1533776,35000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1533776/,7 Marla House for Sale,enriched,2026-08-18T04:58:11+0500
1533775,35000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1533775/,7 Marla House for Sale,enriched,2026-08-18T04:58:23+0500
1533763,32000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1533763/,7 Marla House for Sale,enriched,2026-08-18T04:58:28+0500
1533749,34000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1533749/,7 Marla House for Sale,enriched,2026-08-18T04:58:32+0500
1533716,35000000,5,4,146,"7 Marla House for Sale, 4 bedrooms, 5 bathrooms, located in Jinnah Garden, Islamabad Condition: Brand new.",Jinnah Garden,7 marla,https://www.graana.com/property/listing-1533716/,7 Marla House for Sale,enriched,2026-08-18T04:58:37+0500
1533468,28700000,4,4,105,"5 Marla house for sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1533468/,5 Marla house for sale,enriched,2026-08-18T04:58:42+0500
1533441,28500000,4,4,105,"5 Marla House for Sale, 4 bedrooms, 4 bathrooms, located in Bahria Enclave, Islamabad Condition: Excellent - in a good shape & well maintained.",Bahria Enclave,5 marla,https://www.graana.com/property/listing-1533441/,5 Marla House for Sale,enriched,2026-08-18T04:58:47+0500
1533423,63000000,6,5,209,"10 Marla House for Sale, 5 bedrooms, 6 bathrooms, located in Bahria Town Phase 2, Islamabad Condition: Brand new. Amenities: 2 kitchens, parking, 2 TV lounges, drawing room.",Bahria Town Phase 2,10 marla,https://www.graana.com/property/listing-1533423/,10 Marla House for Sale,enriched,2026-08-18T04:58:52+0500
1533402,49000000,6,5,209,"10 Marla House for Sale, 5 bedrooms, 6 bathrooms, located in Bahria Town Phase 3, Islamabad Condition: Excellent - in a good shape & well maintained. Amenities: 2 kitchens, parking, 2 TV lounges, drawing room.",Bahria Town Phase 3,10 marla,https://www.graana.com/property/listing-1533402/,10 Marla House for Sale,enriched,2026-08-18T04:58:56+0500
1533389,61000000,6,5,209,"10 Marla House for Sale, 5 bedrooms, 6 bathrooms, located in Bahria Town Phase 6, Islamabad Condition: Brand new. Amenities: 2 kitchens, parking, 2 TV lounges, drawing room.",Bahria Town Phase 6,10 marla,https://www.graana.com/property/listing-1533389/,10 Marla House for Sale,enriched,2026-08-18T04:59:01+0500
1533359,60000000,6,5,209,"10 Marla House for Sale, 5 bedrooms, 6 bathrooms, located in Bahria Town Phase 2, Islamabad Condition: Brand new. Amenities: 2 kitchens, parking, 2 TV lounges, drawing room.",Bahria Town Phase 2,10 marla,https://www.graana.com/property/listing-1533359/,10 Marla House for Sale,enriched,2026-08-18T04:59:09+0500
1533336,59500000,6,5,209,"10 Marla House for Sale, 5 bedrooms, 6 bathrooms, located in Bahria Town Phase 2, Islamabad Condition: Brand new. Amenities: 2 kitchens, parking, 2 TV lounges, drawing room.",Bahria Town Phase 2,10 marla,https://www.graana.com/property/listing-1533336/,10 Marla House for Sale,enriched,2026-08-18T04:59:13+0500
1533332,49000000,6,5,209,"10 Marla House for Sale, 5 bedrooms, 6 bathrooms, located in Bahria Town Phase 2, Islamabad Condition: Brand new. Amenities: 2 kitchens, parking, 2 TV lounges, drawing room.",Bahria Town Phase 2,10 marla,https://www.graana.com/property/listing-1533332/,10 Marla House for Sale,enriched,2026-08-18T04:59:18+0500
1533265,7200000,2,2,81,"I-12/1 PHA 2bed apartment 870 sq.ft, 4th floor, Block Q for sale",I-12,870 sqft,https://www.graana.com/property/listing-1533265/,870 Ft² House for Sale,graana,2026-08-18T04:59:22+0500
